"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",58624820.0238587,241018057.250267,198607771.308312,636923145.853319,373805262.083299,681301403.685881,777916534.552424,1868296233.51195,1642667263.967,1705749152.75266,1414921084.43775,1047460675.98103,985741829.537109,1060498521.04944,1042030607.66081,831023182.935961
