"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",63625308.4927023,289707297.569285,221364906.790378,717409758.728831,430476392.298956,745652175.706733,875311824.066559,2135304832.57348,1705313226.07842,1850349927.13205,1441769954.07031,1153077300.26237,1082513001.26098,1158313380.91214,1141561978.41541,926172053.103271
