"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",54078313.9359459,229722673.059468,182335562.52149,570465958.695024,345853758.193084,573785631.289622,666924055.151486,1513627502.6488,1264399448.23879,1319769929.35136,1082199372.50851,838345964.866931,791950716.276091,857578518.289611,839593478.474187,660095017.962126
