"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",29883847.4142088,186186624.677536,155104389.994582,524004286.763915,301086678.403994,500023534.591786,580710300.139252,1422874034.52569,1216776347.76641,1208223842.82504,992954407.48998,753797085.228842,729318930.965757,789839248.626001,771093516.40116,593027341.71482
