"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",29911083.0456329,186398481.163753,155296629.463161,524501135.332863,302315328.613662,500294313.262615,581060105.149451,1424270035.52564,1217348783.66241,1209346467.83608,993050223.41942,753900119.088875,729939367.477277,790287477.476379,771295570.267452,593934700.801916
