"","fit_2005.deviance","fit_2006.deviance","fit_2007.deviance","fit_2008.deviance","fit_2009.deviance","fit_2010.deviance","fit_2011.deviance","fit_2012.deviance","fit_2013.deviance","fit_2014.deviance","fit_2015.deviance","fit_2016.deviance","fit_2017.deviance","fit_2018.deviance","fit_2019.deviance","fit_2020.deviance"
"1",56526608.8289292,238801267.309939,196056188.073908,636850500.42706,372934434.46311,658987739.125327,721619467.70164,1831069431.36785,1472465871.12723,1509410077.35671,1255929870.25844,960150890.200657,893638341.069065,951209685.415331,934438756.530017,742686795.756862
